B L U E   A L L I A N C E   A P I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,DynoScout,HUMAN PLAYER,Unnamed: 32,LEAVE,AUTO DELIVERY TOTALS,Unnamed: 35,Unnamed: 36,TELEOP DELIVERY TOTALS,Unnamed: 38,Unnamed: 39,GAME TOTAL,FLOOR DELIVERY TOTALS,Unnamed: 42,Unnamed: 43,CENTER NOTE ACTIVITY,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,DESTINATION MISSES AND SHOOTING PERCENTAGES,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,ORIGIN MISSES AND SHOOTING PERCENTAGES,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,ACQUISTIONS,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,ZONE TIMES,Unnamed: 77,Unnamed: 78,SHOWTIME,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,RATINGS,Unnamed: 86,Unnamed: 87,CONTRIBUTION TOTALS AND PERCENTAGES,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,MelodyRP,EnsembleRP,OppFoulPts,Aamp,Aspkr,ANotePts,AutoPts,Tamp,Tspkra,Tspkrna,TspkraPts,TspkrnaPts,Tspkr,TspkrPts,TNotePts,TrapPts,Trap,TotNotes,NotePts,StagePts,Scouted,HPamp,HPmics,Leave,AampT,AspkrT,AtrapT,TampT,TspkrT,TtrapT,TotNotesT,NeutFlrT,AllyWFlrT,RobotSet,Acenter1,Acenter2,Acenter3,Acenter4,Acenter5,ampM,ampShtP,spkrM,spkrShtP,trapM,trapShtP,NZflM,NZflP,AZflM,AZflP,OZflrT,OZflrM,OZflrP,NZflrT,NZflrM,NZflrP,AZflrT,AZflrM,AZflrP,SubwT,SubwM,SubwP,AcqOZfl,AcqNZfl,AcqAZfl,AcqSource,sourceD,timeOZ,timeNZ,timeAZ,timeclimb,stageStat,stageAtt,stageLoc,Harmony,Spotlit,appStrat,Defense,Avoid,teammatch,teammat,AptsT,AptsP,AnotesP,TampP,TspkrP,TspkrptsC,TtrapP,TotnotesP,noteptsT,noteptsP,stageptsT,stageptsP,TotptsC,TotptsP,AveTeamTNoteDels,AveOppTNoteDels,ATTNDDiff,AOTNPDiff
2024isde1,qm,2024isde1_qm20,20,R,Red2C,C,frc5135,False,29,0,0,0,0,1,5,9,4,2,1,10,2,3,12,16,0,0,8,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,5135.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,12.541666666666666
2024isde1,qm,2024isde1_qm20,20,B,Blue1A,A,frc7177,False,35,0,0,0,0,1,5,7,0,0,9,0,18,9,18,18,5,1,10,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,7177.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0,-2.625,18.416666666666664
2024isde1,qm,2024isde1_qm20,20,R,Red1S,S,frc2230,False,29,0,0,0,0,1,5,9,4,2,1,10,2,3,12,16,0,0,8,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,2230.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,12.541666666666666
2024isde1,qm,2024isde1_qm21,21,B,Blue3S,S,frc1577,False,37,0,0,2,0,2,10,14,1,0,10,0,20,10,20,21,0,0,13,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,1577.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.791666666666666,0,-7.791666666666666,25.000183150183148
2024isde1,qm,2024isde1_qm21,21,R,Red3A,A,frc3211,False,55,1,0,0,0,2,10,12,8,4,4,20,8,8,28,36,0,0,18,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,3211.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.769230769230769,0,-3.769230769230769,16.615384615384613
2024isde1,qm,2024isde1_qm21,21,B,Blue2C,C,frc4338,False,37,0,0,2,0,2,10,14,1,0,10,0,20,10,20,21,0,0,13,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,4338.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,-0.6666666666666666,25.000183150183148
2024isde1,qm,2024isde1_qm21,21,R,Red2C,C,frc5951,False,55,1,0,0,0,2,10,12,8,4,4,20,8,8,28,36,0,0,18,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,5951.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,-8.85,16.615384615384613
2024isde1,qm,2024isde1_qm21,21,B,Blue1A,A,frc3065,False,37,0,0,2,0,2,10,14,1,0,10,0,20,10,20,21,0,0,13,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,3065.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.157051282051281,0,-8.157051282051281,25.000183150183148
2024isde1,qm,2024isde1_qm21,21,R,Red1S,S,frc5715,False,55,1,0,0,0,2,10,12,8,4,4,20,8,8,28,36,0,0,18,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,5715.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.38095238095238,0,-12.38095238095238,16.615384615384613
2024isde1,qm,2024isde1_qm22,22,B,Blue3S,S,frc7067,False,30,0,0,5,0,1,5,7,1,0,4,0,8,4,8,9,10,2,6,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,7067.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.5,33.49523809523809
2024isde1,qm,2024isde1_qm22,22,R,Red3A,A,frc5135,True,76,1,0,0,0,5,25,29,3,2,10,10,20,12,30,33,5,1,20,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,5135.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,8.158333333333333
2024isde1,qm,2024isde1_qm22,22,B,Blue2C,C,frc4320,False,30,0,0,5,0,1,5,7,1,0,4,0,8,4,8,9,10,2,6,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,4320.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.075,0,-6.075,33.49523809523809
2024isde1,qm,2024isde1_qm22,22,R,Red2C,C,frc1690,True,76,1,0,0,0,5,25,29,3,2,10,10,20,12,30,33,5,1,20,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,1690.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62857142857143,0,-21.62857142857143,8.158333333333333
2024isde1,qm,2024isde1_qm22,22,B,Blue1A,A,frc1580,False,30,0,0,5,0,1,5,7,1,0,4,0,8,4,8,9,10,2,6,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,1580.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,0,-1.5833333333333333,33.49523809523809
2024isde1,qm,2024isde1_qm22,22,R,Red1S,S,frc3316,True,76,1,0,0,0,5,25,29,3,2,10,10,20,12,30,33,5,1,20,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,3316.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.866666666666667,0,-9.866666666666667,8.158333333333333
2024isde1,qm,2024isde1_qm23,23,B,Blue1A,A,frc5654,True,51,1,0,0,0,4,20,22,4,1,6,5,12,7,17,21,0,0,15,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,5654.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.666666666666666,0,-10.666666666666666,27.577403846153846
2024isde1,qm,2024isde1_qm23,23,R,Red1S,S,frc8175,True,43,1,0,5,0,1,5,9,7,4,3,20,6,7,26,33,0,0,15,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,8175.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,30.666666666666664
2024isde1,qm,2024isde1_qm23,23,B,Blue2C,C,frc6738,True,51,1,0,0,0,4,20,22,4,1,6,5,12,7,17,21,0,0,15,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,6738.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.666666666666666,0,-11.666666666666666,27.577403846153846
2024isde1,qm,2024isde1_qm23,23,R,Red2C,C,frc5990,True,43,1,0,5,0,1,5,9,7,4,3,20,6,7,26,33,0,0,15,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,5990.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.596153846153847,0,-9.596153846153847,30.666666666666664
2024isde1,qm,2024isde1_qm23,23,B,Blue3S,S,frc1574,True,51,1,0,0,0,4,20,22,4,1,6,5,12,7,17,21,0,0,15,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,1574.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333333332,0,-8.333333333333332,27.577403846153846
2024isde1,qm,2024isde1_qm23,23,R,Red3A,A,frc6740,True,43,1,0,5,0,1,5,9,7,4,3,20,6,7,26,33,0,0,15,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,6740.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98125,0,-14.98125,30.666666666666664
2024isde1,qm,2024isde1_qm24,24,B,Blue1A,A,frc6230,False,8,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,6230.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,23.13095238095238
2024isde1,qm,2024isde1_qm24,24,R,Red1S,S,frc1576,False,53,0,0,2,0,3,15,17,2,1,8,5,16,9,21,23,0,0,14,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,1576.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,10.306730769230768
2024isde1,qm,2024isde1_qm24,24,B,Blue3S,S,frc3211,False,8,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,3211.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.769230769230769,0,-3.769230769230769,23.13095238095238
2024isde1,qm,2024isde1_qm24,24,R,Red3A,A,frc5715,False,53,0,0,2,0,3,15,17,2,1,8,5,16,9,21,23,0,0,14,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,5715.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.38095238095238,0,-12.38095238095238,10.306730769230768
2024isde1,qm,2024isde1_qm24,24,B,Blue2C,C,frc9740,False,8,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,9740.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5375,0,-5.5375,23.13095238095238
2024isde1,qm,2024isde1_qm24,24,R,Red2C,C,frc9738,False,53,0,0,2,0,3,15,17,2,1,8,5,16,9,21,23,0,0,14,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,9738.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,10.306730769230768
2024isde1,qm,2024isde1_qm25,25,B,Blue2C,C,frc2679,False,36,0,0,0,0,1,5,11,0,0,7,0,14,7,14,14,0,0,8,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,2679.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,-0.75,6.979166666666667
2024isde1,qm,2024isde1_qm25,25,R,Red2C,C,frc3083,False,19,0,0,2,0,1,5,7,0,0,4,0,8,4,8,8,0,0,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,3083.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3125,0,-5.3125,27.5
2024isde1,qm,2024isde1_qm25,25,B,Blue1A,A,frc2230,False,36,0,0,0,0,1,5,11,0,0,7,0,14,7,14,14,0,0,8,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,2230.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,6.979166666666667
2024isde1,qm,2024isde1_qm25,25,R,Red1S,S,frc4338,False,19,0,0,2,0,1,5,7,0,0,4,0,8,4,8,8,0,0,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,4338.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,-0.6666666666666666,27.5
2024isde1,qm,2024isde1_qm25,25,B,Blue3S,S,frc1942,False,36,0,0,0,0,1,5,11,0,0,7,0,14,7,14,14,0,0,8,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,1942.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-21,6.979166666666667
2024isde1,qm,2024isde1_qm25,25,R,Red3A,A,frc9303,False,19,0,0,2,0,1,5,7,0,0,4,0,8,4,8,8,0,0,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,9303.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,27.5
2024isde1,qm,2024isde1_qm26,26,B,Blue3S,S,frc4320,True,32,0,0,2,0,3,15,17,5,1,2,5,4,3,9,14,0,0,11,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,4320.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.075,0,-6.075,28.58205128205128
2024isde1,qm,2024isde1_qm26,26,R,Red3A,A,frc3065,True,42,0,0,0,0,2,10,12,6,3,3,15,6,6,21,27,0,0,14,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,3065.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.157051282051281,0,-8.157051282051281,14.908333333333333
2024isde1,qm,2024isde1_qm26,26,B,Blue2C,C,frc4319,True,32,0,0,2,0,3,15,17,5,1,2,5,4,3,9,14,0,0,11,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,4319.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,28.58205128205128
2024isde1,qm,2024isde1_qm26,26,R,Red2C,C,frc7177,True,42,0,0,0,0,2,10,12,6,3,3,15,6,6,21,27,0,0,14,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,7177.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0,-2.625,14.908333333333333
2024isde1,qm,2024isde1_qm26,26,B,Blue1A,A,frc2630,True,32,0,0,2,0,3,15,17,5,1,2,5,4,3,9,14,0,0,11,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,2630.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833333333333333,0,-7.833333333333333,28.58205128205128
2024isde1,qm,2024isde1_qm26,26,R,Red1S,S,frc3339,True,42,0,0,0,0,2,10,12,6,3,3,15,6,6,21,27,0,0,14,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,5,3339.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,-17.8,14.908333333333333
2024isde1,qm,2024isde1_qm27,27,B,Blue3S,S,frc6230,False,12,0,0,10,0,0,0,2,1,0,4,0,8,4,8,9,0,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,6230.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,34.666666666666664
2024isde1,qm,2024isde1_qm27,27,R,Red3A,A,frc6738,True,60,1,0,0,1,1,7,9,2,2,14,10,28,16,38,40,0,0,20,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,6738.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.666666666666666,0,-11.666666666666666,9.791666666666666
2024isde1,qm,2024isde1_qm27,27,B,Blue1A,A,frc1577,False,12,0,0,10,0,0,0,2,1,0,4,0,8,4,8,9,0,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,1577.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.791666666666666,0,-7.791666666666666,34.666666666666664
2024isde1,qm,2024isde1_qm27,27,R,Red1S,S,frc5135,True,60,1,0,0,1,1,7,9,2,2,14,10,28,16,38,40,0,0,20,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,5135.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,9.791666666666666
2024isde1,qm,2024isde1_qm27,27,B,Blue2C,C,frc9303,False,12,0,0,10,0,0,0,2,1,0,4,0,8,4,8,9,0,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,9303.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,34.666666666666664
2024isde1,qm,2024isde1_qm27,27,R,Red2C,C,frc1942,True,60,1,0,0,1,1,7,9,2,2,14,10,28,16,38,40,0,0,20,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,1942.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,-21,9.791666666666666
2024isde1,qm,2024isde1_qm28,28,B,Blue1A,A,frc1576,False,40,0,1,0,0,2,10,12,1,0,8,0,16,8,16,17,0,0,11,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,1576.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,18.90705128205128
2024isde1,qm,2024isde1_qm28,28,R,Red1S,S,frc2230,False,29,0,0,10,0,1,5,7,5,1,5,5,10,6,15,20,0,0,12,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,2230.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,17.083333333333332
2024isde1,qm,2024isde1_qm28,28,B,Blue3S,S,frc5654,False,40,0,1,0,0,2,10,12,1,0,8,0,16,8,16,17,0,0,11,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,6,5654.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.666666666666666,0,-10.666666666666666,18.90705128205128
