Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,OppFoulPts,Aamp,Aspkr,Atrap,AutoPts,Tamp,Tspkr,Tspkrpts,Ttrap,TotNotes,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,NotePts,StagePts
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,MelodyRP,EnsembleRP,OppFoulPts,Aamp,Aspkr,ANotePts,AutoPts,Tamp,Tspkra,Tspkrna,TspkraPts,TspkrnaPts,Tspkr,TspkrPts,TNotePts,TrapPts,Trap,TotNotes,NotePts,StagePts,,
2024isde1,qm,2024isde1_qm16,16,R,Red2C,C,frc7067,False,37,0,0,10,0,0,0,4,2,1,11,5,22,12,27,29,0,0,14,29,4,,
2024isde1,qm,2024isde1_qm16,16,R,Red3A,A,frc6230,False,37,0,0,10,0,0,0,4,2,1,11,5,22,12,27,29,0,0,14,29,4,,
2024isde1,qm,2024isde1_qm17,17,R,Red1S,S,frc2679,True,53,1,0,5,0,2,10,14,8,4,4,20,8,8,28,36,0,0,18,46,3,,
2024isde1,qm,2024isde1_qm17,17,R,Red2C,C,frc5951,True,53,1,0,5,0,2,10,14,8,4,4,20,8,8,28,36,0,0,18,46,3,,
2024isde1,qm,2024isde1_qm17,17,R,Red3A,A,frc9740,True,53,1,0,5,0,2,10,14,8,4,4,20,8,8,28,36,0,0,18,46,3,,
2024isde1,qm,2024isde1_qm18,18,R,Red1S,S,frc4320,True,68,1,0,7,0,5,25,31,3,1,10,5,20,11,25,28,0,0,19,53,9,,
2024isde1,qm,2024isde1_qm18,18,R,Red2C,C,frc3339,True,68,1,0,7,0,5,25,31,3,1,10,5,20,11,25,28,0,0,19,53,9,,
2024isde1,qm,2024isde1_qm18,18,R,Red3A,A,frc1942,True,68,1,0,7,0,5,25,31,3,1,10,5,20,11,25,28,0,0,19,53,9,,
2024isde1,qm,2024isde1_qm19,19,R,Red1S,S,frc4319,False,44,0,0,10,0,1,5,9,4,3,1,15,2,4,17,21,0,0,9,26,4,,
2024isde1,qm,2024isde1_qm19,19,R,Red2C,C,frc1577,False,44,0,0,10,0,1,5,9,4,3,1,15,2,4,17,21,0,0,9,26,4,,
